code,location,infant,time_point,trimmed_seq_depth_bp,assembly_length,campaign
S2_018_013G1,infant_gut,S2_018,13,4235884534,15938247,Sloan2
S2_018_014G1,infant_gut,S2_018,14,4384385202,13006059,Sloan2
S2_018_015G1,infant_gut,S2_018,15,4153045630,15293630,Sloan2
S2_018_016G1,infant_gut,S2_018,16,3415104186,18796525,Sloan2
S2_018_017G1,infant_gut,S2_018,17,4549271776,22798137,Sloan2
S2_018_018G1,infant_gut,S2_018,18,3179525876,16817737,Sloan2
S2_018_019G1,infant_gut,S2_018,19,3510688078,15893501,Sloan2
S2_018_020G1,infant_gut,S2_018,20,3240001920,17686786,Sloan2
S2_018_021G1,infant_gut,S2_018,21,4498342856,17745539,Sloan2
S2_018_022G1,infant_gut,S2_018,22,6569273000,17075334,Sloan2
S2_018_023G1,infant_gut,S2_018,23,5191961202,17619127,Sloan2
S2_CON_001E1,infant_gut,S2_CON,1,5575864,14422,Sloan2
S2_CON_002E1,infant_gut,S2_CON,2,2174413482,4718561,Sloan2
S2_CON_002E2,infant_gut,S2_CON,2,2714643250,8985712,Sloan2
S2_CON_003E1,infant_gut,S2_CON,3,2420456876,17550550,Sloan2
SP_CRL_015G1,infant_gut,SP_CRL,15,1664949140,8547926,Special
SP_CRL_015G2,infant_gut,SP_CRL,15,2175462650,13502982,Special
SP_CRL_016G1,infant_gut,SP_CRL,16,2284194554,11810507,Special
SP_CRL_017G1,infant_gut,SP_CRL,17,507857766,5506245,Special
SP_CRL_017G2,infant_gut,SP_CRL,17,3472631692,18065252,Special
SP_CRL_018G1,infant_gut,SP_CRL,18,2416702870,15880796,Special
SP_CRL_019G1,infant_gut,SP_CRL,19,3261563612,11311783,Special
SP_CRL_022G1,infant_gut,SP_CRL,22,2738318398,14207119,Special
SP_CRL_022G2,infant_gut,SP_CRL,22,1503057540,10922285,Special
SP_CRL_023G1,infant_gut,SP_CRL,23,1610574162,12327716,Special
SP_CRL_024G1,infant_gut,SP_CRL,24,2457586866,14230285,Special
S2_003_000R1,room_swabs,S2_003,0,10204463802,174067014,Sloan2Room
S2_003_000R2,room_sink,S2_003,0,30791634086,324477363,Sloan2Room
S2_003_000R3,room_wipes,S2_003,0,6033627760,103657550,Sloan2Room
S2_005_001R1,room_swabs,S2_005,1,22153271744,164647853,Sloan2Room
S2_005_001R2,room_sink,S2_005,1,22232600920,327464999,Sloan2Room
S2_005_001R3,room_wipes,S2_005,1,6063870630,18094199,Sloan2Room
S2_005_002R1,room_swabs,S2_005,2,6145913830,99956924,Sloan2Room
S2_005_002R2,room_sink,S2_005,2,21980120240,388415040,Sloan2Room
S2_005_002R3,room_wipes,S2_005,2,7890988442,25806547,Sloan2Room
S2_005_003R1,room_swabs,S2_005,3,3073852512,71968843,Sloan2Room
S2_005_003R2,room_sink,S2_005,3,16489139304,314359591,Sloan2Room
S2_005_003R3,room_wipes,S2_005,3,16557923262,150034471,Sloan2Room
S2_006_000R1,room_swabs,S2_006,0,11463769932,152831090,Sloan2Room
S2_006_000R2,room_sink,S2_006,0,21996933744,332416544,Sloan2Room
S2_006_000R3,room_wipes,S2_006,0,9376921446,74482766,Sloan2Room
S2_009_000R1,room_swabs,S2_009,0,41866476472,96235454,Sloan2Room
S2_009_000R2,room_sink,S2_009,0,37641778572,394635365,Sloan2Room
S2_009_000R3,room_wipes,S2_009,0,26353503720,96089394,Sloan2Room
S2_012_000R1,room_swabs,S2_012,0,2175551000,51200472,Sloan2Room
S2_012_000R2,room_sink,S2_012,0,24878489398,238391254,Sloan2Room
S2_012_000R3,room_wipes,S2_012,0,14013964070,180674804,Sloan2Room
S2_018_000R1,room_swabs,S2_018,0,14141566416,136051576,Sloan2Room
S2_018_000R2,room_sink,S2_018,0,41787071796,266911912,Sloan2Room
S2_018_000R3,room_wipes,S2_018,0,12777179760,226980780,Sloan2Room
